기준_년분기_코드,행정동_코드_x,행정동_코드_명,상권_변화_지표,상권_변화_지표_명,운영_영업_개월_평균,폐업_영업_개월_평균,서울_운영_영업_개월_평균,서울_폐업_영업_개월_평균,총_유동인구_수,남성_유동인구_수,여성_유동인구_수,연령대_10_유동인구_수,연령대_20_유동인구_수,연령대_30_유동인구_수,연령대_40_유동인구_수,연령대_50_유동인구_수,연령대_60_이상_유동인구_수,시간대_00_06_유동인구_수,시간대_06_11_유동인구_수,시간대_11_14_유동인구_수,시간대_14_17_유동인구_수,시간대_17_21_유동인구_수,시간대_21_24_유동인구_수,월요일_유동인구_수,화요일_유동인구_수,수요일_유동인구_수,목요일_유동인구_수,금요일_유동인구_수,토요일_유동인구_수,일요일_유동인구_수,월_평균_소득_금액,소득_구간_코드,지출_총금액,식료품_지출_총금액,의류_신발_지출_총금액,생활용품_지출_총금액,의료비_지출_총금액,교통_지출_총금액,교육_지출_총금액,유흥_지출_총금액,여가_문화_지출_총금액,기타_지출_총금액,음식_지출_총금액
20242,11470650,신정4동,LL,다이나믹,101,48,105,52,10895457,5100155,5795303,1945387,1497468,1662095,1810495,1612042,2367971,3019931,2288103,1218641,1206161,1731413,1431208,1558402,1548146,1559421,1543748,1546677,1567253,1571809,2609700,6,9961964000,1746778000,248575000,107229000,2245729000,388359000,671701000,386072000,640834000,495702000,3030985000
20243,11470650,신정4동,LL,다이나믹,103,48,107,52,11066177,5206610,5859566,2002863,1550667,1681446,1796314,1626032,2408856,3056647,2309972,1251464,1240592,1767689,1439813,1569328,1572741,1574722,1573100,1576422,1602878,1596985,2609700,6,3655108000,643880000,67903000,35350000,823388000,140033000,346236000,132025000,219844000,156374000,1090075000
20244,11470650,신정4동,LL,다이나믹,106,49,109,52,10965882,5176151,5789732,1971827,1505389,1664998,1795037,1635050,2393582,3060929,2281450,1220033,1211380,1752812,1439280,1551085,1556229,1560268,1556186,1552162,1587316,1602637,2609700,6,10037871000,1858977000,201949000,102867000,2382740000,365357000,691182000,339645000,677935000,430846000,2986373000
20241,11470670,신정6동,LL,다이나믹,96,50,103,52,2045592,930187,1115405,564052,179322,221047,392146,293328,395697,547743,423857,233155,240642,339449,260746,291518,292760,292435,293776,288315,291490,295298,5384412,9,1023924000,232100000,8190000,0,71306000,13747000,506549000,10127000,65762000,26175000,89968000
20242,11470670,신정6동,LL,다이나믹,97,51,105,52,2024863,918869,1105993,578657,168310,217026,394689,283582,382598,540214,413153,226808,238199,346285,260203,286657,285005,285590,286917,287398,295562,297734,5384412,9,3081725000,789610000,31119000,0,199059000,31398000,1438851000,41175000,206769000,73925000,269819000
20243,11470670,신정6동,LL,다이나믹,98,51,107,52,2017228,915429,1101799,584932,174628,212025,384127,281685,379830,535787,414413,228244,237497,341969,259319,285553,284787,286582,287573,288055,292226,292453,5384412,9,1170831000,270784000,5096000,0,72166000,29878000,571748000,14403000,76879000,33475000,96402000
20244,11470670,신정6동,LL,다이나믹,100,51,109,52,1982373,892168,1090205,578737,162390,208047,379254,278831,375114,526942,407939,223744,233433,335409,254906,282059,281844,280980,280894,282357,285755,288484,5384412,9,2878188000,710712000,21546000,21487000,169971000,27585000,1349505000,27790000,190843000,66138000,292611000
20241,11470680,신정7동,LL,다이나믹,98,50,103,52,3134422,1428678,1705744,793574,289884,314412,530374,478528,727650,879515,632848,335203,345515,516210,425130,447864,445620,440021,446549,442224,452210,459934,4094404,8,1549072000,449399000,6429000,5399000,459666000,149511000,142610000,4238000,60391000,27425000,244004000
20242,11470680,신정7동,LL,다이나믹,100,50,105,52,3033767,1373557,1660210,781896,265239,306157,515925,465618,698933,874782,604524,310669,320834,504119,418840,428861,423016,429411,427399,428427,442970,453682,4094404,8,5071832000,1442654000,28677000,14209000,1505717000,499588000,475409000,15502000,191098000,78646000,820332000
20243,11470680,신정7동,LL,다이나믹,102,50,107,52,3083284,1414263,1669021,815759,278253,306351,508532,462486,711903,884706,616591,320828,330997,507841,422319,435568,435752,435186,437732,435682,448476,454888,4094404,8,1753045000,522128000,4542000,7419000,434482000,196747000,196158000,4365000,69028000,34213000,283963000
20244,11470680,신정7동,LL,다이나믹,105,50,109,52,3003315,1368761,1634555,800084,259482,300560,499282,449255,694653,871336,602469,308757,318817,492063,409874,421121,424624,422817,423873,424707,438028,448145,4094404,8,4693752000,1337379000,28470000,19468000,1251928000,554498000,444656000,15733000,185649000,75680000,780291000
20241,11500510,염창동,LH,상권확장,102,56,103,52,8275803,3917647,4358155,1694038,920535,1657651,1562609,1050015,1390955,2389080,1737744,869432,855651,1280190,1143703,1193988,1187681,1183444,1184809,1165116,1165602,1195160,4127504,8,2089159000,497282000,42348000,70345000,184440000,253009000,232312000,22778000,209517000,158966000,418162000
20242,11500510,염창동,LH,상권확장,104,56,105,52,8349389,3950742,4398647,1767819,910490,1680518,1564169,1054628,1371764,2434533,1744266,866236,855867,1287422,1161067,1192496,1188666,1200179,1194266,1189039,1180047,1204698,4127504,8,6642122000,1718887000,119001000,228687000,639865000,630310000,705192000,85340000,701812000,426766000,1386262000
20243,11500510,염창동,LH,상권확장,106,56,107,52,8352460,3939902,4412558,1770841,909166,1659397,1577751,1055685,1379620,2428608,1747509,872631,859629,1285926,1158157,1188223,1187567,1199588,1196520,1188343,1185596,1206624,4127504,8,2303118000,619869000,35526000,93570000,218099000,162090000,244570000,29784000,227053000,151398000,521159000
20244,11500510,염창동,LH,상권확장,108,56,109,52,8393526,3943923,4449604,1811407,875531,1667444,1600665,1053036,1385444,2445245,1764297,873057,859699,1288820,1162408,1196562,1198241,1201560,1197458,1194382,1189006,1216319,4127504,8,6988229000,1873438000,86999000,249895000,641497000,1053833000,649029000,80232000,620256000,433077000,1299973000
20241,11500520,등촌1동,LL,다이나믹,86,51,103,52,5335129,2497792,2837336,605228,868508,1338633,882519,643505,996735,1507597,1121121,613859,589706,814379,688467,767120,767179,770428,771589,757825,739366,761623,3322838,7,1749625000,369177000,22756000,16930000,340624000,130061000,58574000,44265000,157687000,81399000,528152000
20242,11500520,등촌1동,LL,다이나믹,88,51,105,52,5077847,2375300,2702546,552089,823536,1296325,857216,617641,931041,1453123,1062302,577243,552905,770085,662189,734750,730553,732997,726883,725076,704736,722853,3322838,7,5563203000,1150628000,84159000,67376000,1149066000,351647000,166003000,151878000,559403000,234881000,1648162000
20243,11500520,등촌1동,LL,다이나믹,90,51,107,52,5077412,2356264,2721147,541302,814188,1292726,864627,619754,944815,1440723,1063598,583360,558137,770667,660928,729322,724934,731105,731897,728435,709265,722456,3322838,7,1958801000,420780000,15902000,24499000,403472000,119767000,52818000,56014000,212943000,86846000,565760000
20244,11500520,등촌1동,LL,다이나믹,93,51,109,52,5057026,2326752,2730275,531294,794799,1297145,866153,626737,940899,1445557,1063643,575940,547443,763062,661380,727295,726218,730334,726387,722670,703144,720981,3322838,7,5513525000,1077192000,53144000,92222000,1272051000,338669000,150861000,158552000,485916000,222674000,1662244000
20241,11500530,등촌2동,LL,다이나믹,101,49,103,52,3892115,1799260,2092855,676911,496196,724738,606142,521182,866948,1145897,829736,409162,404025,581773,521521,555138,548415,546031,547236,538834,564972,591488,3352636,7,773752000,141146000,180860000,35574000,69351000,98407000,18716000,13324000,24648000,15079000,176647000
20242,11500530,등촌2동,LL,다이나믹,103,49,105,52,3694576,1743304,1951270,693071,445785,685410,569879,489296,811135,1091795,796413,394361,383984,534878,493144,532634,524664,524265,520552,512997,526346,553117,3352636,7,2484861000,435870000,649493000,22727000,194630000,309562000,88462000,50564000,83608000,44912000,605033000
20243,11500530,등촌2동,LL,다이나믹,105,49,107,52,3702377,1727756,1974621,659701,462873,686511,577163,495823,820307,1092020,784337,393894,385640,547567,498917,527180,522994,524963,521661,515985,534251,555343,3352636,7,925958000,158162000,240494000,8584000,78847000,123773000,33187000,20221000,34816000,19038000,208836000
20244,11500530,등촌2동,LL,다이나믹,108,49,109,52,3570669,1674858,1895811,644630,436868,652818,566270,484233,785849,1038106,762590,383377,374370,532386,479840,509200,505900,507477,503262,499037,512493,533301,3352636,7,2649903000,430008000,610771000,17084000,274330000,430865000,88569000,53406000,79892000,40293000,624685000
20241,11500535,등촌3동,LL,다이나믹,85,49,103,52,7030505,3261567,3768937,1017503,949233,1239610,1129131,985709,1709318,1810621,1453812,879195,862292,1137475,887107,1007408,1012369,1023191,1008653,998482,984737,995664,3403390,7,3029602000,482376000,11585000,35662000,1062155000,28019000,211700000,31382000,182174000,249614000,734935000
20242,11500535,등촌3동,LL,다이나믹,88,49,105,52,7113712,3316421,3797291,1085270,936143,1245269,1146146,988090,1712794,1819405,1478891,895102,876610,1152575,891129,1022489,1022368,1026133,1018272,1016240,1002035,1006177,3403390,7,9522339000,1582188000,37294000,154006000,3243480000,80236000,657904000,104551000,532047000,825206000,2305427000
20243,11500535,등촌3동,LL,다이나믹,90,49,107,52,7067968,3316007,3751961,1041679,941907,1245477,1141019,977196,1720691,1801569,1472667,890627,870519,1147533,885053,1010696,1009166,1022230,1016418,1024059,993586,991814,3403390,7,3297528000,558669000,11491000,18939000,1117218000,43416000,239811000,40128000,211683000,229571000,826602000
20244,11500535,등촌3동,LL,다이나믹,92,50,109,52,7126061,3330846,3795213,1057477,934948,1265127,1166114,978338,1724058,1817497,1484315,900817,877116,1156365,889951,1027191,1023467,1028162,1021772,1028087,999087,998295,3403390,7,9483582000,1475671000,77306000,149440000,3334971000,87684000,593723000,107975000,505946000,931602000,2219264000
20241,11500540,화곡1동,LL,다이나믹,93,46,103,52,16942618,7967513,8975105,1880099,2913768,3364085,2721077,2299886,3763702,4708482,3508017,1880911,1869284,2747218,2228706,2409976,2373219,2369171,2366374,2371920,2491070,2560888,2485455,6,3545109000,904194000,96164000,45802000,459133000,94496000,73716000,319012000,346591000,165465000,1040536000
20242,11500540,화곡1동,LL,다이나믹,96,46,105,52,15761405,7393917,8367487,1621311,2739768,3167584,2569991,2186034,3476718,4304473,3214269,1739231,1748581,2607099,2147753,2226936,2192774,2238985,2199814,2190248,2320735,2391915,2485455,6,11370564000,2885845000,331001000,155301000,1626631000,276171000,243468000,1072837000,992787000,498822000,3287701000
20243,11500540,화곡1동,LL,다이나믹,99,46,107,52,16154337,7628478,8525859,1730015,2802659,3196067,2636161,2250679,3538757,4369195,3296519,1816611,1825490,2667202,2179321,2268447,2264219,2274656,2263140,2264445,2380724,2438705,2485455,6,4112934000,1037360000,93155000,47583000,664430000,113815000,83032000,391747000,363386000,163235000,1155191000
20244,11500540,화곡1동,LL,다이나믹,101,46,109,52,16116876,7621334,8495541,1735202,2758954,3238676,2656514,2228865,3498665,4362402,3291850,1804013,1808887,2669483,2180240,2248790,2261673,2282581,2266566,2251677,2369549,2436038,2485455,6,11691424000,2844979000,286744000,141826000,1932613000,478873000,214903000,1086385000,797684000,638393000,3269024000
20241,11500550,화곡2동,HL,상권축소,105,48,103,52,3449941,1581360,1868581,617731,412801,522178,580292,501561,815380,1021311,725584,361913,358037,529287,453808,493453,482399,482434,481259,477900,504559,527934,2385531,5,565293000,147403000,7522000,32766000,66492000,138935000,50625000,6227000,41918000,8657000,64748000
20242,11500550,화곡2동,HL,상권축소,107,49,105,52,3141210,1432621,1708589,536928,374094,482182,544451,460144,743410,965572,644212,314536,317264,477831,421795,440570,433554,444897,436574,431831,465713,488070,2385531,5,1805787000,442299000,18538000,156763000,239795000,435556000,135530000,21726000,113258000,35386000,206936000
20243,11500550,화곡2동,HL,상권축소,109,49,107,52,3362341,1534006,1828335,579638,414871,501167,571734,501969,792962,1028363,694586,343192,344309,505051,446840,472688,471493,471742,467788,461992,495171,521469,2385531,5,665333000,158738000,7015000,40165000,103588000,165989000,49135000,7007000,42048000,17332000,74316000
20244,11500550,화곡2동,HL,상권축소,110,49,109,52,3318244,1511814,1806429,569940,405028,493942,573047,496170,780114,1017592,684843,333721,334328,501359,446401,457384,461851,466099,461814,463009,492829,515257,2385531,5,1794385000,461593000,28991000,159098000,218991000,364395000,110980000,16178000,197991000,40573000,195595000
20241,11500560,화곡3동,LL,다이나믹,91,47,103,52,3654260,1654583,1999678,571471,511541,593484,579076,508849,889838,921832,736159,430929,436875,644699,483767,518983,514912,515656,511408,515850,537481,539968,3132782,7,1475905000,301107000,18509000,4426000,322817000,5652000,99539000,71669000,105353000,50798000,496035000
20242,11500560,화곡3동,LL,다이나믹,92,47,105,52,3787911,1723555,2064356,610944,522671,612203,589591,528537,923966,964719,767104,442278,445885,664971,502956,537189,532464,535550,527608,532177,555854,567071,3132782,7,4690913000,924823000,84124000,21999000,1053352000,15876000,309441000,223462000,311466000,181301000,1565069000
20243,11500560,화곡3동,LL,다이나믹,94,47,107,52,3846378,1734567,2111810,610867,534539,618659,599526,533763,949024,974619,781496,451582,454835,674207,509637,541150,538894,542868,540125,543964,567111,572265,3132782,7,1700885000,315017000,20560000,11157000,363379000,1820000,117618000,75514000,137584000,72652000,585584000
20244,11500560,화곡3동,LL,다이나믹,96,47,109,52,3849352,1749782,2099570,614785,526168,625364,608628,529773,944634,982204,786429,452301,452726,667666,508025,540557,540328,545838,539110,542552,566094,574872,3132782,7,4627704000,865831000,63197000,33043000,1042866000,15171000,310510000,185957000,352313000,168597000,1590219000
20241,11500570,화곡4동,LL,다이나믹,102,47,103,52,4540614,2071068,2469548,819277,522187,687558,729862,647597,1134133,1335372,938240,475343,463860,699021,628778,644749,640516,631637,641092,634858,667388,680374,2423768,5,1430469000,294607000,47152000,73584000,165247000,261622000,28419000,47474000,113072000,63012000,336280000
20242,11500570,화곡4동,LL,다이나믹,103,47,105,52,4454673,1988377,2466296,815762,505876,663807,718904,630772,1119553,1339903,913282,456786,443785,678620,622297,634999,623400,630840,623830,618676,652626,670304,2423768,5,4675460000,1046627000,177146000,183359000,532257000,836072000,97778000,160614000,376215000,197295000,1068097000
20243,11500570,화곡4동,LL,다이나믹,105,47,107,52,4658081,2118652,2539429,859075,548935,694331,755325,668809,1131607,1374127,956024,485732,476027,721223,644947,657866,656173,655874,653778,651318,684612,698459,2423768,5,1650288000,354279000,49168000,71030000,197835000,291060000,38129000,61512000,140357000,70941000,375977000
20244,11500570,화곡4동,LL,다이나믹,106,47,109,52,4633962,2107325,2526637,865874,548919,685684,750523,671195,1111765,1363444,951998,483972,472400,720607,641541,649504,650215,656585,654126,650446,679457,693629,2423768,5,4504672000,1112482000,157729000,149361000,545817000,771185000,124327000,138604000,382651000,167949000,954567000
20241,11500590,화곡본동,LL,다이나믹,96,49,103,52,8105997,3736994,4369003,1305515,1216524,1488641,1300171,1040129,1755015,2422322,1699465,833133,812464,1234922,1103691,1154946,1136483,1123310,1131063,1127643,1190319,1242235,2398795,5,1974692000,622323000,26184000,20899000,307900000,292288000,71834000,57393000,65299000,49879000,460693000
20242,11500590,화곡본동,LL,다이나믹,97,50,105,52,7772856,3579070,4193786,1183657,1156170,1451387,1240082,1015886,1725674,2367471,1609625,771130,763599,1185585,1075446,1098726,1076171,1099883,1079314,1067784,1147183,1203794,2398795,5,6276555000,1951300000,108263000,67708000,923577000,968330000,213997000,187900000,250767000,150560000,1454153000
20243,11500590,화곡본동,LL,다이나믹,98,50,107,52,7800871,3636827,4164044,1217618,1155988,1420914,1240018,1027061,1739272,2355059,1616003,788038,780002,1187730,1074041,1092344,1087596,1095580,1090702,1080889,1152849,1200913,2398795,5,2255629000,683958000,33554000,20045000,342820000,372022000,76342000,71522000,84790000,53218000,517358000
20244,11500590,화곡본동,LL,다이나믹,102,50,109,52,7841089,3686812,4154277,1203774,1173591,1428178,1276604,1030021,1728921,2370839,1627928,786865,776598,1195666,1083194,1094972,1095684,1107854,1092990,1084516,1153036,1212036,2398795,5,6159740000,1953497000,78606000,94414000,899332000,948750000,206982000,172197000,206987000,142066000,1456909000
20241,11500591,화곡6동,LL,다이나믹,86,45,103,52,5680655,2691020,2989635,684105,932394,1189508,942911,756227,1175510,1575967,1181525,634734,622167,904519,761741,810329,797796,797406,794769,796262,829286,854808,3040513,7,2398629000,396432000,24121000,10486000,536479000,434547000,7474000,178981000,188685000,47792000,573632000
20242,11500591,화곡6동,LL,다이나믹,86,45,105,52,5341996,2522789,2819207,607734,913128,1130037,884080,705327,1101687,1479226,1104802,596075,584256,851469,726169,753848,749602,759324,750239,748807,780688,799487,3040513,7,7819567000,1330132000,83482000,33848000,1738806000,1441802000,26398000,607127000,559746000,160056000,1838170000
20243,11500591,화곡6동,LL,다이나믹,87,45,107,52,5484442,2568999,2915443,611279,922863,1156971,895244,742265,1155820,1517276,1136650,609401,600479,875828,744809,769989,766992,774260,772164,772792,806080,822167,3040513,7,2878512000,507879000,31528000,16162000,647794000,509484000,15845000,224854000,203484000,62502000,658980000
20244,11500591,화곡6동,LL,다이나믹,89,45,109,52,5421443,2532104,2889339,590457,930728,1151589,895420,733498,1119753,1487354,1124508,612803,596244,867143,733391,758537,764308,768726,758828,764538,793384,813123,3040513,7,7953845000,1378944000,95179000,35318000,1941835000,1308819000,50510000,627120000,483000000,171993000,1861127000
20241,11500593,화곡8동,LL,다이나믹,94,49,103,52,8203201,3791263,4411937,1280506,1193189,1378001,1439976,1151206,1760323,2203768,1652849,925496,942150,1367047,1111891,1176530,1169158,1159961,1159600,1156038,1185895,1196018,2473381,6,1425573000,564898000,51756000,17727000,135951000,2040000,64796000,57435000,57160000,69814000,403996000
20242,11500593,화곡8동,LL,다이나믹,97,49,105,52,7988451,3693971,4294482,1196319,1166134,1356131,1415293,1130005,1724571,2226583,1611263,861829,882363,1314136,1092277,1137803,1128260,1140497,1124363,1120413,1165442,1171672,2473381,6,4607322000,1856619000,179490000,37875000,447553000,5047000,181709000,158710000,210353000,219473000,1310493000
20243,11500593,화곡8동,LL,다이나믹,98,49,107,52,7996556,3710153,4286402,1266489,1149841,1331013,1412106,1126171,1710937,2205331,1629616,886973,901823,1308450,1064363,1134379,1136592,1136587,1132849,1125818,1163554,1166776,2473381,6,1654006000,688919000,55826000,12232000,180113000,846000,70596000,53734000,68784000,68771000,454185000
20244,11500593,화곡8동,LL,다이나믹,101,49,109,52,8884684,4151737,4732947,1572655,1191119,1464005,1601060,1231638,1824208,2469402,1806917,974702,998300,1452420,1182942,1254434,1255262,1268093,1263378,1244683,1296955,1301877,2473381,6,4641233000,1867750000,179597000,43428000,470029000,5307000,192968000,146083000,236336000,196934000,1302801000
20241,11500603,가양1동,LL,다이나믹,63,38,103,52,3347541,1677803,1669738,415939,535935,778435,587101,455818,574313,728759,725852,479411,469422,556491,387606,494897,504242,511917,500346,489248,429277,417614,3560388,7,29399056000,1032135000,66647000,79251000,1987495000,6528282000,123029000,390340000,12116289000,3543416000,3532172000
20242,11500603,가양1동,LL,다이나믹,64,38,105,52,3254853,1637821,1617031,407618,518049,761939,569096,439375,558776,702333,705745,469047,460808,540790,376129,486054,496437,481288,488729,486559,415926,399859,3560388,7,1.03E+11,3504837000,240673000,343471000,6067134000,21645089000,349044000,1209164000,46724498000,11600393000,11105256000
20243,11500603,가양1동,LL,다이나믹,66,39,107,52,3225463,1611316,1614146,385939,527962,754902,564077,434218,558364,711518,705547,463664,452975,528271,363490,480770,482715,485608,486629,483051,410026,396664,3560388,7,41380462000,1261021000,80892000,134474000,2112556000,9434301000,156394000,425537000,19892086000,4022225000,3860976000
20244,11500603,가양1동,LL,다이나믹,67,39,109,52,3191124,1583725,1607398,386191,513336,747922,564656,431582,547437,701011,696446,465042,450543,519296,358784,480077,478350,474801,479796,475170,406662,396267,3560388,7,1.01E+11,3360437000,207907000,293837000,5798043000,26870314000,434033000,1201104000,40811622000,11104372000,11067816000
20241,11500604,가양2동,HL,상권축소,104,52,103,52,2062236,937979,1124256,188742,195902,355096,275828,265758,780907,524690,444718,245887,247487,338680,260775,296748,293750,294336,292563,292550,294225,298065,3065320,7,1116092000,686562000,10339000,10699000,173693000,79285000,7300000,6456000,38167000,20362000,83229000
20242,11500604,가양2동,HH,정체,106,52,105,52,2162072,987375,1174696,211837,215680,365970,291939,273512,803135,541145,468872,258450,260697,356517,276389,312006,310901,307221,308022,308130,305649,310141,3065320,7,3309142000,1896691000,88258000,51361000,540390000,235827000,17964000,15930000,138219000,75182000,249320000
20243,11500604,가양2동,HH,정체,107,53,107,52,2177200,990462,1186738,198937,216837,372062,294597,278961,815806,539483,469347,262787,264153,361931,279497,312196,312377,311178,311218,311004,307403,311825,3065320,7,1233270000,742066000,13483000,20459000,186310000,87448000,7396000,6070000,61690000,23396000,84952000
20244,11500604,가양2동,HH,정체,111,53,109,52,2164812,981357,1183455,199615,213876,374332,296585,274956,805449,543646,467819,258789,259284,357030,278243,311063,309159,309330,308872,310776,306537,309075,3065320,7,3356367000,1862105000,156381000,59588000,559728000,233599000,23732000,12568000,139739000,78857000,230070000
20241,11500605,가양3동,LH,상권확장,101,54,103,52,1988786,937198,1051588,186055,235623,486004,325502,263732,491870,636750,423490,209156,196841,264027,258522,289884,291059,292444,288446,282157,270541,274257,3047051,7,183016000,68634000,3617000,877000,26678000,1544000,12426000,516000,27395000,15116000,26213000
20242,11500605,가양3동,LH,상권확장,105,54,105,52,1934673,910325,1024347,179557,227434,468790,322570,254154,482167,620885,413662,202525,192298,255293,250011,284840,284183,280385,279408,277052,262915,265890,3047051,7,582842000,244483000,16245000,4205000,56296000,16566000,32469000,326000,87999000,47518000,76735000
20243,11500605,가양3동,LH,상권확장,107,54,107,52,1909669,896452,1013217,165006,226157,472246,317569,250879,477812,610418,407913,201499,191067,252045,246728,279695,277694,277537,276986,274562,260895,262301,3047051,7,201394000,85835000,4464000,1429000,15746000,3655000,12723000,0,36331000,14488000,26723000
20244,11500605,가양3동,HH,정체,111,55,109,52,1886691,883778,1002913,156550,219123,478643,323218,249021,460137,598804,404680,200585,189745,249545,243333,276860,274890,273467,273339,270807,256876,260451,3047051,7,597197000,227328000,9334000,66420000,61902000,6835000,28925000,276000,79255000,46013000,70909000
20241,11500611,발산1동,LL,다이나믹,79,50,103,52,5513918,2509500,3004418,1522513,620461,639372,945711,761352,1024510,1496335,1210067,660538,627131,826223,693623,804647,809008,803735,805661,785293,751254,754320,3192517,7,7688177000,1283555000,52483000,77558000,2885713000,1062029000,619717000,7815000,396701000,271627000,1030979000
20242,11500611,발산1동,LL,다이나믹,81,49,105,52,5492539,2467123,3025414,1612819,583347,629537,940432,748056,978348,1471808,1224789,674120,632664,809914,679243,816143,815677,797596,798235,798556,731812,734521,3192517,7,24486232000,4044696000,164427000,217512000,9289900000,3757486000,1718393000,27951000,1195977000,795221000,3274669000
20243,11500611,발산1동,LL,다이나믹,82,50,107,52,5326795,2379242,2947553,1490443,590825,612545,913327,743505,976152,1470714,1173749,630391,596696,783095,672150,774215,771787,775731,781379,770295,727804,725584,3192517,7,9035210000,1363624000,44725000,69180000,3386622000,1618702000,683973000,12487000,444063000,304889000,1106945000
20244,11500611,발산1동,LL,다이나믹,84,50,109,52,5422209,2423379,2998831,1503767,589822,635865,933417,770718,988620,1493944,1194207,642126,606062,800207,685664,793389,790105,786254,786393,780017,741048,744999,3192517,7,25466874000,4357145000,171132000,216027000,9598634000,4035954000,1748637000,34516000,1176648000,817794000,3310387000
20241,11500615,우장산동,LL,다이나믹,88,48,103,52,7076531,3270101,3806430,1435147,941212,1034862,1229096,988236,1447976,1868463,1469644,802995,812337,1192371,930722,1011331,1010891,1010148,1008060,998053,1020053,1017996,4135674,8,2595179000,954032000,74488000,28508000,516978000,47341000,362775000,25731000,124736000,140756000,319834000
20242,11500615,우장산동,LL,다이나믹,90,48,105,52,6766158,3120311,3645847,1371389,900542,1004735,1183295,945131,1361066,1773128,1387622,760545,775788,1167552,901522,962572,956449,965118,961284,959209,985519,976008,4135674,8,8091197000,3070770000,240097000,73909000,1579861000,127366000,1045515000,98050000,399201000,407838000,1048590000
20243,11500615,우장산동,LL,다이나믹,92,48,107,52,6860725,3179307,3681419,1400771,906165,1007081,1203619,960695,1382393,1771860,1416610,784128,797900,1180060,910168,972628,974228,980704,977944,976671,994195,984356,4135674,8,2924634000,1125827000,54935000,17575000,624913000,43828000,349080000,31729000,147497000,136082000,393168000
20244,11500615,우장산동,LL,다이나믹,94,49,109,52,6854127,3151720,3702407,1387515,891099,1016551,1208062,962638,1388262,1756726,1416181,788463,801706,1180741,910309,972395,973526,975914,970316,970556,999233,992185,4135674,8,7224679000,2296749000,188786000,195048000,1597037000,119484000,1025695000,92812000,350261000,402838000,955969000
20241,11500620,공항동,LL,다이나믹,98,50,103,52,5764755,2884927,2879830,1250247,695641,939317,1014465,737428,1127657,1706627,1220888,638549,604774,851942,741977,831028,826920,833889,824842,819150,808714,820214,2896818,6,2654046000,531287000,33821000,56654000,501505000,411136000,61373000,52747000,317375000,61097000,627051000
20242,11500620,공항동,LL,다이나믹,100,50,105,52,5588309,2826820,2761489,1248546,655562,901841,998697,711705,1071960,1663656,1172932,612707,584428,824973,729612,807054,807298,804800,801413,798298,780503,788943,2896818,6,8671690000,1746411000,127370000,227480000,1513500000,1259403000,174605000,161723000,1297686000,200774000,1962738000
20243,11500620,공항동,LL,다이나믹,102,50,107,52,5431825,2742210,2689614,1205993,640288,870933,967244,700334,1047033,1595760,1141666,605042,578222,803522,707612,780226,783480,784103,782825,776835,758895,765460,2896818,6,2984567000,633674000,38537000,94773000,546127000,440864000,52754000,53649000,351210000,73431000,699548000
20244,11500620,공항동,LL,다이나믹,104,50,109,52,5454935,2744303,2710631,1245981,630967,866736,971730,697273,1042250,1601494,1150680,607589,579364,805067,710741,783005,785114,786349,786238,780845,763724,769659,2896818,6,8026712000,1701008000,112486000,192798000,1414668000,1205437000,168769000,148109000,926855000,200017000,1956565000
20241,11500630,방화1동,LL,다이나믹,99,47,103,52,7842046,3710725,4131320,1480419,753657,1276538,1339837,1095816,1895778,2132634,1622296,897463,888432,1274713,1026507,1124669,1118714,1118511,1111726,1109153,1122766,1136505,3407916,7,2215491000,619554000,24172000,31361000,355150000,147537000,241184000,40190000,136747000,77286000,542310000
20242,11500630,방화1동,LL,다이나믹,101,47,105,52,7672360,3640767,4031593,1429250,739751,1255193,1308997,1085995,1853174,2088882,1567479,866160,865919,1264117,1019806,1095787,1087251,1096991,1084518,1088376,1102585,1116851,3407916,7,7413868000,2004472000,111873000,166790000,1107156000,515363000,727494000,149992000,484985000,309945000,1835798000
20243,11500630,방화1동,LL,다이나믹,102,48,107,52,7638076,3622286,4015790,1422126,750233,1226763,1279749,1086218,1872987,2050593,1566442,877500,874667,1257874,1011000,1086891,1081983,1085322,1082803,1085417,1103512,1112148,3407916,7,2655339000,707906000,29296000,48369000,418787000,179997000,279480000,61341000,164878000,97763000,667522000
20244,11500630,방화1동,LL,다이나믹,103,48,109,52,7359571,3461415,3898156,1383072,703545,1185255,1221869,1049826,1816006,1996627,1509386,832048,833819,1206446,981246,1043513,1043806,1048585,1040277,1042805,1059916,1080671,3407916,7,7251165000,2002327000,104932000,179677000,1234361000,487355000,681674000,150475000,398663000,278509000,1733192000
20241,11500640,방화2동,LH,상권확장,97,54,103,52,4889145,2364437,2524708,582809,667483,890919,753169,743998,1250765,1329792,1036521,573741,564566,774103,610422,692849,687823,684106,686993,685563,713685,738125,2708397,6,2685218000,421774000,1163669000,14998000,237801000,203457000,12613000,38423000,79874000,122553000,390056000
20242,11500640,방화2동,LH,상권확장,100,54,105,52,4670555,2254679,2415875,544338,639399,862678,716113,708704,1199321,1271958,993774,553309,537795,730207,583510,658843,654460,666517,660560,657127,677269,695778,2708397,6,8747841000,1405529000,3665856000,59502000,646335000,769366000,43248000,123831000,465775000,337650000,1230749000
