기준_년분기_코드,행정동_코드_x,행정동_코드_명,상권_변화_지표,상권_변화_지표_명,운영_영업_개월_평균,폐업_영업_개월_평균,서울_운영_영업_개월_평균,서울_폐업_영업_개월_평균,총_유동인구_수,남성_유동인구_수,여성_유동인구_수,연령대_10_유동인구_수,연령대_20_유동인구_수,연령대_30_유동인구_수,연령대_40_유동인구_수,연령대_50_유동인구_수,연령대_60_이상_유동인구_수,시간대_00_06_유동인구_수,시간대_06_11_유동인구_수,시간대_11_14_유동인구_수,시간대_14_17_유동인구_수,시간대_17_21_유동인구_수,시간대_21_24_유동인구_수,월요일_유동인구_수,화요일_유동인구_수,수요일_유동인구_수,목요일_유동인구_수,금요일_유동인구_수,토요일_유동인구_수,일요일_유동인구_수,월_평균_소득_금액,소득_구간_코드,지출_총금액,식료품_지출_총금액,의류_신발_지출_총금액,생활용품_지출_총금액,의료비_지출_총금액,교통_지출_총금액,교육_지출_총금액,유흥_지출_총금액,여가_문화_지출_총금액,기타_지출_총금액,음식_지출_총금액
20243,11290525,성북동,HH,정체,110,57,107,52,4091855,1862575,2229281,664245,649677,605015,629854,629143,913925,1060453,868157,500602,488844,666744,507055,580540,584738,583186,590330,587894,583535,581632,3470748,7,1301583000,331626000,55989000,10320000,175171000,3808000,108125000,7898000,45448000,83728000,479470000
20244,11290525,성북동,HH,정체,112,57,109,52,4210422,1914683,2295739,679377,675019,623339,643233,657201,932253,1078497,894802,518172,507187,691206,520558,598084,602945,602488,602652,602490,602351,599414,3470748,7,3742984000,913260000,150304000,30552000,493459000,14392000,303736000,26254000,163965000,257905000,1389157000
20241,11290555,삼선동,LH,상권확장,102,52,103,52,9836565,4487096,5349470,1501855,2100035,1494280,1459522,1460455,1820420,2284011,1940098,1224921,1277113,1833016,1277407,1405419,1414696,1426943,1417142,1409737,1394773,1367855,3057377,7,2316044000,958230000,44452000,10098000,274158000,37967000,114082000,80383000,87999000,47846000,660829000
20242,11290555,삼선동,LH,상권확장,103,53,105,52,10022317,4529691,5492626,1536804,2303685,1507166,1460936,1446259,1767465,2325631,1976955,1228701,1292394,1892228,1306405,1426469,1447011,1452253,1447930,1440625,1422585,1385445,3057377,7,7598535000,2971291000,148751000,34418000,937611000,181638000,343150000,305459000,301596000,143635000,2230986000
20243,11290555,삼선동,LH,상권확장,105,52,107,52,9657294,4392562,5264733,1424885,2104399,1462182,1452557,1438946,1774324,2237558,1913708,1190900,1245296,1809641,1260192,1376804,1373164,1384244,1397409,1404561,1382752,1338360,3057377,7,2557890000,1022277000,42161000,33213000,355337000,47971000,142988000,88174000,119417000,52329000,654023000
20244,11290555,삼선동,LH,상권확장,107,53,109,52,10097326,4588725,5508600,1465686,2328737,1493085,1506517,1482396,1820903,2340469,1997163,1241861,1306499,1891332,1320002,1443692,1450726,1455261,1452900,1455083,1435974,1403690,3057377,7,7283925000,2960098000,132270000,49621000,987659000,151110000,291534000,240153000,257639000,144646000,2069195000
20241,11290575,동선동,LL,다이나믹,90,49,103,52,8029169,3355710,4673459,1343405,2139287,1169560,1074624,1015743,1286551,1904147,1598280,991073,1024875,1487876,1022920,1135688,1145216,1147328,1144308,1141847,1161080,1153703,2821008,6,4040617000,481812000,176727000,21246000,891310000,10312000,199134000,234140000,381059000,207064000,1437813000
20242,11290575,동선동,LL,다이나믹,91,49,105,52,8498132,3416613,5081519,1508294,2384065,1203091,1082821,1029851,1290009,2022085,1704436,1052029,1080103,1560240,1079240,1205198,1216800,1230987,1207512,1215869,1222576,1199191,2821008,6,12448127000,1607127000,701279000,72455000,2670071000,42581000,555150000,703614000,1068380000,603701000,4423769000
20243,11290575,동선동,LL,다이나믹,93,49,107,52,7758921,3222073,4536848,1276106,2141560,1128737,1016612,976072,1219835,1826114,1537124,960997,996353,1449076,989258,1086032,1082550,1106141,1112069,1122883,1139657,1109590,2821008,6,4181479000,514069000,222578000,24084000,900073000,10876000,216045000,252139000,395301000,223307000,1423007000
20244,11290575,동선동,LL,다이나믹,94,49,109,52,8051424,3268487,4782938,1299063,2364010,1140056,1021072,990829,1236396,1926600,1611245,994713,1021881,1476923,1020063,1132121,1144430,1166229,1142711,1149831,1167579,1148525,2821008,6,12127568000,1524786000,542671000,98623000,2600113000,44748000,536537000,635744000,1221468000,552387000,4370491000
20241,11290580,돈암1동,LH,상권확장,96,52,103,52,2850097,1263914,1586185,531438,325990,349331,419206,458497,765636,808691,598447,306486,307671,451588,377214,409056,406165,400576,404533,403041,413481,413246,3583117,7,337702000,94812000,4753000,10554000,66003000,835000,33501000,1388000,11320000,26449000,88087000
20242,11290580,돈암1동,LL,다이나믹,98,52,105,52,2676427,1187807,1488620,512775,313314,324074,385696,427193,713374,762672,559147,284542,287206,424426,358433,383948,379373,381513,379745,376743,386337,388767,3583117,7,1015803000,316978000,19987000,4093000,191566000,4290000,115455000,3006000,23919000,73533000,262976000
20243,11290580,돈암1동,LH,상권확장,100,52,107,52,2558552,1143449,1415103,460947,297630,312548,370078,413796,703551,741368,535678,270030,270275,398402,342799,363966,365071,365956,363120,360170,370731,369540,3583117,7,378616000,111845000,7042000,1120000,77056000,0,47727000,1793000,17589000,22391000,92053000
20244,11290580,돈암1동,LH,상권확장,103,53,109,52,2355934,1048240,1307694,435964,275938,299682,331989,379998,632363,671452,496739,251290,250661,371377,314415,333851,335561,338084,335614,335753,338727,338347,3583117,7,1093650000,282979000,18207000,2927000,218688000,3205000,202674000,0,31331000,67386000,266253000
20241,11290590,돈암2동,LL,다이나믹,88,51,103,52,2664679,1194696,1469983,599273,281272,345989,474317,415011,548818,770902,547721,270151,276336,426612,372957,377232,367502,372242,367009,366860,397105,416732,4297592,8,285095000,71029000,3465000,0,31323000,0,53929000,1948000,51443000,40605000,31353000
20242,11290590,돈암2동,LL,다이나믹,90,51,105,52,2577404,1148763,1428641,577141,268635,331784,466267,404971,528605,781687,520217,246097,257937,407694,363770,363190,352549,360024,353998,351762,387631,408249,4297592,8,935612000,243048000,15906000,0,93034000,0,176778000,4955000,164429000,134650000,102812000
20243,11290590,돈암2동,LL,다이나믹,94,51,107,52,2714823,1223545,1491278,624781,286269,345229,492242,419228,547074,790277,544883,275279,288698,438164,377518,375561,373974,377509,374104,373802,411016,428855,4297592,8,315311000,88377000,3829000,0,32842000,0,56197000,1556000,59317000,38291000,34902000
20244,11290590,돈암2동,LL,다이나믹,96,51,109,52,2702698,1212253,1490446,626111,284189,342119,488811,415925,545543,801603,543956,264662,277036,433231,382211,370497,373065,377825,374200,372713,408624,425775,4297592,8,892636000,223564000,15180000,0,96448000,0,180050000,3353000,156502000,122958000,94581000
20241,11290600,안암동,LL,다이나믹,94,51,103,52,7136352,3519637,3616714,926718,2718131,935169,740206,763899,1052229,1645082,1460526,979946,949392,1223825,877578,1045514,1076127,1084429,1078563,1015086,925358,911275,2896471,6,2484860000,489258000,9659000,15284000,244194000,13924000,33312000,135011000,164867000,114725000,1264626000
20242,11290600,안암동,LL,다이나믹,95,51,105,52,7769665,3859397,3910269,1187724,3205317,926902,728173,724675,996875,1752001,1586643,1089410,1050746,1338745,952122,1170387,1212120,1172794,1184729,1107421,967800,954416,2896471,6,7162814000,1567845000,42536000,36680000,786627000,47449000,95253000,344669000,391926000,322597000,3527232000
20243,11290600,안암동,LL,다이나믹,96,51,107,52,6600972,3277779,3323193,804051,2571056,875826,685062,688135,976842,1554591,1363423,891757,863189,1108244,819769,965996,968910,978228,999477,964188,873381,850791,2896471,6,1999970000,414908000,25019000,16799000,271890000,17402000,30207000,89640000,139087000,114228000,880790000
20244,11290600,안암동,LL,다이나믹,98,52,109,52,7302473,3590327,3712147,917609,3114126,911194,689349,713295,956903,1642848,1504621,1034959,996719,1244687,878639,1104384,1105994,1104659,1107229,1043193,926400,910613,2896471,6,6915156000,1416500000,42995000,84201000,961064000,38709000,103103000,285830000,362633000,310232000,3309889000
20241,11290610,보문동,HH,정체,106,52,103,52,5624592,2625963,2998629,762698,993882,892686,839410,877953,1257964,1541444,1190719,643924,631909,890166,726431,801165,803043,792186,800034,791431,803720,833015,3162623,7,932400000,193948000,18448000,5840000,63656000,374176000,20301000,14154000,44332000,23986000,173559000
20242,11290610,보문동,HH,정체,108,52,105,52,5589332,2592662,2996671,742449,1024917,880824,826461,867057,1247624,1534890,1170274,633260,628027,887381,735499,797221,795511,804072,794476,785253,793494,819305,3162623,7,3063701000,589515000,43187000,40859000,234881000,1279620000,58246000,46370000,132885000,68865000,569273000
20243,11290610,보문동,HH,정체,110,53,107,52,5292828,2430985,2861843,671162,941353,841608,809057,828967,1200680,1415460,1120293,599967,600031,857634,699442,754818,755536,754341,758219,753027,750399,766490,3162623,7,1115325000,213482000,12201000,13459000,68641000,493034000,20602000,19287000,47397000,26577000,200645000
20244,11290610,보문동,HH,정체,112,53,109,52,5566810,2534998,3031810,702701,1034201,869361,844410,863922,1252213,1539199,1184637,613860,611189,882972,734953,791918,791060,796141,795742,786834,791371,813743,3162623,7,3227135000,600588000,41119000,33881000,232386000,1391603000,75069000,43010000,124132000,79392000,605955000
20241,11290620,정릉1동,HL,상권축소,104,51,103,52,5010013,2262377,2747635,1062797,558927,618293,885012,755407,1129578,1381917,1022929,539395,542129,839331,684311,713900,699624,692400,699149,695523,743093,766324,3341356,7,545133000,178091000,1370000,4928000,53259000,47578000,65482000,10082000,19755000,25420000,139168000
20242,11290620,정릉1동,HH,정체,106,52,105,52,4561901,2053450,2508451,963320,512202,559641,810940,685191,1030607,1281337,913401,473368,486018,766947,640828,645226,632330,640648,632158,631317,679211,701011,3341356,7,1676107000,560864000,7233000,13680000,153878000,163441000,174290000,25415000,88692000,52806000,435808000
20243,11290620,정릉1동,HL,상권축소,109,52,107,52,4465603,2021714,2443888,925875,494727,537327,794697,684255,1028722,1258462,892272,468474,480579,745993,619823,628829,624596,624754,622965,617440,662320,684700,3341356,7,583434000,188252000,1176000,8722000,50953000,68126000,61383000,6219000,34658000,13864000,150081000
20244,11290620,정릉1동,HL,상권축소,112,52,109,52,4544296,2053802,2490494,952341,507575,552136,782223,692120,1057901,1265537,918208,481521,492466,761936,624626,634962,633639,638271,634135,631262,674223,697803,3341356,7,1615336000,532064000,6406000,15268000,173135000,126760000,158666000,14200000,112863000,51260000,424714000
20241,11290630,정릉2동,LH,상권확장,100,55,103,52,5971581,2693549,3278031,1042413,783590,872893,922693,916465,1433527,1750038,1243165,603060,599342,936004,839972,850463,839573,835932,836328,838100,875791,895396,2934717,6,1194565000,441385000,16156000,17814000,172158000,108654000,58765000,31403000,59222000,57200000,231808000
20242,11290630,정릉2동,LH,상권확장,101,55,105,52,5984812,2683911,3300900,1035742,800777,858006,931954,922051,1436283,1805432,1234750,580590,582526,930947,850567,848521,833155,851289,836845,829213,879240,906549,2934717,6,3781876000,1455869000,58900000,56779000,565840000,355753000,172152000,95263000,147374000,148228000,725718000
20243,11290630,정릉2동,LH,상권확장,104,55,107,52,5975447,2697134,3278311,1062028,786541,842331,933477,930768,1420300,1816237,1231881,585414,582350,915626,843937,842432,843469,843845,838720,830586,874998,901395,2934717,6,1377843000,503247000,16182000,16581000,208270000,166239000,64114000,27910000,76133000,48644000,250523000
20244,11290630,정릉2동,LH,상권확장,105,56,109,52,5757787,2612107,3145682,1052531,766662,820111,901636,878934,1337912,1749547,1193912,563495,555409,881413,814011,804189,808164,814142,807510,805587,846720,871474,2934717,6,3889652000,1409664000,58438000,86283000,621388000,410282000,173694000,84749000,192883000,137387000,714884000
20241,11290640,정릉3동,LH,상권확장,102,56,103,52,2863742,1388786,1474956,412934,734256,330090,335599,392824,658039,783274,592911,320898,323764,463756,379137,403215,403173,400725,405474,401092,420393,429672,2482564,6,922218000,354519000,8007000,6476000,33270000,47500000,12128000,33393000,70671000,19912000,336342000
20242,11290640,정릉3동,LH,상권확장,104,56,105,52,3044205,1493408,1550797,483613,863892,332468,335594,383069,645571,832961,635868,341196,340923,490423,402834,431492,432142,434098,429431,424965,442840,449239,2482564,6,2563675000,1082774000,31375000,17699000,92985000,106969000,32580000,87957000,83596000,62376000,965364000
20243,11290640,정릉3동,LH,상권확장,105,56,107,52,2755141,1356827,1398315,411268,729220,304717,320380,366215,623342,757928,569621,306787,308967,443867,367971,387317,382993,387844,389509,386665,407364,413451,2482564,6,641921000,216675000,7298000,16313000,35438000,32263000,64770000,15799000,23659000,18443000,211263000
20244,11290640,정릉3동,LH,상권확장,106,56,109,52,2731755,1341166,1390588,425725,801565,295267,297056,337397,574743,763088,573729,302750,302488,428448,361252,386402,387665,387948,386743,381880,395153,405964,2482564,6,2380335000,999920000,29951000,20539000,85699000,103942000,51679000,85781000,88301000,55584000,858939000
20241,11290650,정릉4동,LH,상권확장,99,54,103,52,3562601,1631225,1931376,628137,506930,452585,538400,540692,895856,1071946,748302,370727,362035,526973,482616,509901,506379,494763,504664,494431,518571,533888,3038165,7,1203544000,355495000,13952000,1046000,184959000,220886000,33766000,20411000,50576000,28189000,294264000
20242,11290650,정릉4동,LH,상권확장,101,55,105,52,3538811,1593674,1945136,622701,568752,441826,518068,525155,862312,1067185,730678,363430,362050,530466,485001,507265,502230,505045,499416,484299,510375,530180,3038165,7,3806957000,1173594000,50584000,9416000,564567000,726547000,92411000,66595000,159970000,85004000,878269000
20243,11290650,정릉4동,LH,상권확장,102,55,107,52,3424886,1554288,1870599,589905,514292,427536,520254,519403,853497,1030545,709600,351645,350413,513887,468797,483326,484413,485363,485021,472513,499792,514460,3038165,7,1319541000,383140000,22129000,2900000,203114000,262041000,36410000,22458000,49394000,31670000,306285000
20244,11290650,정릉4동,LH,상권확장,105,55,109,52,3696815,1666175,2030640,627293,645091,450485,547868,541027,885050,1111550,768142,380913,377658,551313,507239,518257,525970,531803,528037,509381,532651,550715,3038165,7,3720002000,1127340000,50344000,9322000,559036000,758835000,109455000,64248000,119717000,79393000,842312000
20241,11290660,길음1동,LH,상권확장,95,59,103,52,6783023,3077463,3705561,2022465,634217,714189,1309915,922924,1179314,1864523,1387461,735915,763824,1128050,903251,965672,961710,953342,960498,955226,987983,998591,4462339,8,1595870000,696350000,40259000,10243000,196734000,832000,205758000,23495000,108699000,83181000,230319000
20242,11290660,길음1동,LH,상권확장,95,59,105,52,6311931,2829861,3482070,1882358,590528,661825,1237487,855696,1084037,1806850,1266929,634336,681791,1050837,871190,888885,879320,898151,881937,882592,929411,951635,4462339,8,5066698000,2315844000,93590000,31009000,624111000,4508000,644976000,86451000,235400000,241817000,788992000
20243,11290660,길음1동,LH,상권확장,96,59,107,52,6288028,2822669,3465358,1878392,587635,659952,1226362,863314,1072375,1780578,1265985,653676,690163,1038709,858916,885105,883135,892481,890347,884622,920135,932201,4462339,8,1726167000,786027000,21307000,9960000,231892000,291000,226943000,26580000,76231000,69727000,277209000
20244,11290660,길음1동,LH,상권확장,97,59,109,52,6220041,2797029,3423013,1860269,580134,653354,1203653,864835,1057797,1777063,1241672,634858,675303,1033888,857257,872358,874408,880262,876073,874582,912768,929593,4462339,8,4761776000,2083104000,63671000,39225000,590063000,3082000,631563000,63496000,227214000,245610000,814748000
20241,11290685,길음2동,LL,다이나믹,82,51,103,52,5069251,2283947,2785304,1059441,551734,666864,930742,769264,1091205,1290775,1011768,596920,622117,891400,656271,707161,702969,707022,705263,707860,764418,774555,3736133,7,2016699000,132915000,26825000,23184000,347314000,51720000,165222000,2149000,896591000,69798000,300981000
20242,11290685,길음2동,LL,다이나믹,84,51,105,52,5133575,2295984,2837592,1016509,561895,700851,958970,780714,1114635,1345448,1002419,578734,620691,909949,676334,711127,704589,719149,705875,710304,788249,794282,3736133,7,6237007000,450638000,109154000,56764000,999532000,171170000,434837000,4669000,2890141000,216243000,903859000
20243,11290685,길음2동,LL,다이나믹,86,52,107,52,5060851,2253577,2807274,1017938,549989,678353,947550,773456,1093565,1304180,993402,586832,620392,894293,661753,698340,698968,705924,703219,707502,771135,775762,3736133,7,2165177000,157521000,20713000,12272000,363061000,65919000,160860000,3198000,978832000,75139000,327662000
20244,11290685,길음2동,LL,다이나믹,88,52,109,52,5239469,2331011,2908458,1060021,573638,701059,973221,794886,1136645,1332260,1028334,603070,646248,942452,687104,716972,722390,733492,723760,729990,802048,810815,3736133,7,6283823000,413825000,98576000,29834000,876825000,166667000,341342000,1337000,3192216000,272306000,890895000
20241,11290705,종암동,HH,정체,109,54,103,52,10952103,5108906,5843198,2026250,1737547,1375504,1678647,1673318,2460838,2975671,2288069,1248449,1255494,1765065,1419354,1555046,1561959,1543355,1558700,1541072,1583425,1608547,3381883,7,2090094000,718978000,18260000,9041000,297387000,151333000,143295000,30082000,122500000,72507000,526711000
20242,11290705,종암동,HH,정체,111,54,105,52,10743344,4975297,5768046,1968399,1875560,1321515,1599529,1610453,2367886,2940090,2219184,1204277,1225123,1744988,1409681,1531914,1521742,1531967,1521584,1505761,1549971,1580406,3381883,7,6764236000,2363853000,62347000,50148000,926196000,559010000,435928000,110312000,371374000,253518000,1631550000
20243,11290705,종암동,HH,정체,113,54,107,52,10584932,4929553,5655380,1875775,1723854,1332565,1596760,1646985,2408991,2883880,2180381,1195313,1217549,1721896,1385912,1498042,1493586,1500286,1506759,1496658,1534954,1554647,3381883,7,2326813000,813265000,14620000,11548000,335406000,196107000,158253000,34420000,134089000,63716000,565389000
20244,11290705,종암동,HH,정체,114,54,109,52,11069035,5142625,5926410,2007325,1911991,1375863,1640106,1651420,2482330,3034541,2287825,1242700,1266014,1791674,1446284,1563456,1568022,1579843,1567743,1554403,1601587,1633983,3381883,7,6681462000,2278075000,53308000,39167000,985764000,574319000,386130000,106033000,392548000,238878000,1627240000
20241,11290715,월곡1동,HL,상권축소,104,50,103,52,7658357,3491683,4166675,1556712,923790,995557,1226661,1195640,1759996,1849625,1544386,964161,991800,1337706,970679,1104163,1093664,1097352,1092690,1081109,1086684,1102694,3294213,7,980394000,229336000,9734000,100748000,149779000,163602000,83138000,12260000,42379000,29270000,160148000
20242,11290715,월곡1동,HL,상권축소,107,50,105,52,7720074,3476576,4243498,1589761,993800,999837,1231988,1162599,1742089,1882894,1562496,970795,996044,1335456,972388,1117855,1116049,1114406,1105783,1082831,1079499,1103652,3294213,7,3083861000,761314000,27143000,357285000,405049000,428919000,256772000,48156000,135297000,86896000,577030000
20243,11290715,월곡1동,HL,상권축소,110,50,107,52,7785760,3546682,4239079,1559052,952408,1027587,1257619,1191133,1797959,1895497,1574181,983782,1005351,1349053,977896,1109481,1110552,1121332,1119456,1106978,1106567,1111394,3294213,7,1134682000,263592000,5119000,146750000,144314000,175344000,93105000,17422000,47756000,33942000,207338000
20244,11290715,월곡1동,HL,상권축소,112,50,109,52,8157571,3738935,4418636,1691230,1079448,1055066,1302618,1220668,1808542,1995647,1655178,1033063,1048591,1402840,1022252,1174568,1173822,1182361,1172010,1154513,1145939,1154360,3294213,7,2901807000,691318000,28041000,333671000,417703000,419043000,241325000,40792000,104569000,73169000,552176000
20241,11290725,월곡2동,LH,상권확장,100,52,103,52,6011604,2747018,3264586,934295,1028544,849517,850648,904606,1443993,1523960,1244441,719254,714632,1026611,782705,853502,856990,851497,865166,846103,857111,881233,3138026,7,1886990000,518488000,32477000,17919000,263469000,172655000,56977000,44653000,122665000,88720000,568967000
20242,11290725,월곡2동,LH,상권확장,101,53,105,52,6294746,2814988,3479758,953451,1118863,874474,882794,942054,1523111,1604889,1309537,760159,755736,1059556,804870,900440,904767,903987,900330,884729,887830,912664,3138026,7,6095681000,1742619000,120263000,41454000,947217000,547642000,131058000,157450000,381918000,224631000,1801429000
20243,11290725,월곡2동,LH,상권확장,102,53,107,52,5938261,2717876,3220386,877055,1023122,830982,846226,895435,1465444,1516844,1237130,706165,704731,1005823,767569,838765,842452,842344,859082,839575,850199,865844,3138026,7,2071548000,584157000,53195000,13240000,296716000,224073000,51304000,54021000,133819000,74737000,586286000
20244,11290725,월곡2동,LH,상권확장,104,53,109,52,6148162,2779434,3368727,925608,1110323,855961,861579,918227,1476465,1569532,1279447,731688,730264,1041191,796041,871110,870755,879770,880137,866872,876690,902827,3138026,7,5786131000,1646650000,184500000,17752000,899467000,505396000,136965000,136189000,317373000,205988000,1735851000
20241,11290760,장위1동,LL,다이나믹,102,51,103,52,7332234,3326439,4005795,1212360,934876,997978,1133079,1218140,1835801,2175095,1552069,777379,742064,1099360,986266,1049161,1033131,1013677,1031172,1024663,1069578,1110853,2231978,5,506630000,159467000,11244000,4068000,43324000,64489000,20950000,21871000,36652000,15467000,129098000
20242,11290760,장위1동,LL,다이나믹,104,51,105,52,7378385,3337777,4040608,1251015,941750,995082,1140095,1216083,1834360,2217294,1554364,776590,741290,1090232,998614,1055040,1037936,1046127,1040303,1027835,1061593,1109550,2231978,5,1660721000,523250000,19770000,18739000,123022000,260883000,65367000,82711000,96757000,48710000,421512000
20243,11290760,장위1동,LL,다이나믹,106,51,107,52,7272598,3309895,3962703,1231134,935046,968767,1091038,1211908,1834706,2166210,1532250,773072,735149,1082375,983542,1032229,1027992,1031118,1030541,1016693,1045176,1088849,2231978,5,576663000,190085000,6051000,6500000,45544000,92920000,25822000,29069000,30702000,16801000,133169000
20244,11290760,장위1동,LL,다이나믹,108,51,109,52,7001331,3161300,3840031,1231905,897305,938662,1030487,1169602,1733371,2094749,1482463,742081,702760,1031627,947651,984421,987137,1000881,996307,983835,1004484,1044266,2231978,5,1646696000,510098000,18289000,27372000,140361000,235454000,75161000,70728000,80337000,46633000,442263000
20241,11290770,장위2동,HH,정체,127,56,103,52,4995459,2236987,2758471,618418,677159,694668,708220,818569,1478426,1340553,1072933,597469,569606,781447,633451,739958,704944,693253,703037,703010,700607,750648,2411293,5,676560000,147369000,21449000,39802000,85051000,154399000,9310000,15458000,18820000,37205000,147697000
20242,11290770,장위2동,HH,정체,129,56,105,52,4087538,1827793,2259747,498066,590112,579730,600311,662491,1156828,1114554,875608,463892,451970,642695,538820,584957,577996,582676,579671,584504,577853,599882,2411293,5,2188372000,466663000,83518000,126825000,282271000,459632000,37408000,58859000,102324000,89105000,481767000
20243,11290770,장위2동,HH,정체,131,57,107,52,4394528,1989529,2404999,544074,605822,612349,658791,711629,1261865,1194398,943423,512774,487394,683424,573116,627512,623454,625706,619074,617878,612429,668476,2411293,5,760018000,159640000,24351000,43013000,106955000,180644000,12902000,22392000,24207000,26233000,159681000
20244,11290770,장위2동,HH,정체,134,57,109,52,4428119,2000974,2427145,573063,615858,621641,664028,732416,1221115,1247000,944228,490784,479350,681294,585463,635562,630507,637722,634296,636649,621099,632283,2411293,5,2267996000,518107000,62076000,113865000,293159000,582341000,36521000,60403000,78108000,78531000,444885000
20241,11290780,장위3동,LH,상권확장,97,57,103,52,2824436,1366052,1458382,436512,400838,401338,448744,435784,701218,749140,596924,329705,320513,456197,371956,407790,400453,397828,397361,394821,406899,419283,3113825,7,540716000,213751000,7898000,3726000,54551000,89443000,31675000,2568000,22723000,9822000,104559000
20242,11290780,장위3동,LH,상권확장,98,58,105,52,2502218,1222406,1279811,403021,385294,345724,398661,373227,596290,668170,526065,287535,285885,402583,331979,359810,357743,360324,354373,354310,356385,359273,3113825,7,1635535000,590975000,39678000,27416000,164911000,277302000,91883000,7088000,66711000,34676000,334895000
20243,11290780,장위3동,LH,상권확장,102,57,107,52,2477492,1205803,1271689,394113,356247,345592,393068,387097,601374,649747,525637,287679,283533,403944,326951,354707,352857,355932,351404,351333,354334,356927,3113825,7,540456000,194287000,6761000,7229000,49049000,92557000,31435000,2784000,26242000,11974000,118138000
20244,11290780,장위3동,LH,상권확장,105,57,109,52,2962527,1441148,1521377,458766,428937,394350,469837,468160,742475,779895,624493,343152,343665,481080,390242,419171,416393,425477,420959,418702,429497,432329,3113825,7,1505251000,565103000,20938000,21686000,150135000,242293000,86901000,8268000,53498000,31195000,325234000
20241,11290810,석관동,HH,정체,112,53,103,52,10347464,4839165,5508300,1487958,1541078,1436653,1531782,1646424,2703567,2921921,2144095,1135724,1114699,1647013,1384012,1470434,1469056,1457335,1473562,1459145,1490994,1526939,2864182,6,2044174000,641251000,37140000,34576000,290045000,13958000,114074000,86802000,95164000,73626000,657538000
20242,11290810,석관동,HH,정체,114,53,105,52,10920562,5019683,5900880,1582043,1732923,1498739,1585134,1732710,2789014,3061889,2259377,1190965,1184938,1758167,1465227,1565064,1555623,1568483,1551700,1537804,1550661,1591229,2864182,6,6369727000,2074118000,80364000,99347000,931733000,66364000,179296000,298993000,302903000,246883000,2089726000
20243,11290810,석관동,HH,정체,114,54,107,52,10442600,4828261,5614338,1465708,1579270,1461701,1545664,1692419,2697838,2920761,2158969,1147923,1142003,1674785,1398160,1480852,1484539,1488035,1495638,1474405,1490615,1528516,2864182,6,2181166000,714200000,24905000,42293000,331039000,31922000,65812000,103047000,94865000,73402000,699681000
20244,11290810,석관동,HH,정체,115,54,109,52,10828205,5021684,5806522,1512972,1726904,1513357,1580082,1739777,2755112,3052408,2241122,1181570,1174990,1732635,1445481,1530743,1534372,1547042,1542924,1533739,1556630,1582757,2864182,6,6224044000,2047238000,75549000,132429000,827023000,59804000,216872000,301090000,251150000,230941000,2081948000
20241,11305534,삼양동,HH,정체,109,52,103,52,11143427,5351791,5791637,1720695,1323981,1336952,1698903,1824907,3237988,3059791,2309935,1244365,1237337,1814291,1477708,1585651,1560272,1550340,1555198,1563324,1647068,1681575,2473211,6,1067374000,467419000,5779000,35604000,251779000,84603000,46261000,9426000,43243000,26961000,96299000
20242,11305534,삼양동,HH,정체,111,52,105,52,10900947,5217158,5683789,1652335,1288325,1284581,1686514,1832957,3156237,3046956,2230676,1192878,1192468,1767253,1470716,1545249,1523729,1549033,1523998,1519017,1594772,1645149,2473211,6,3498317000,1646836000,35616000,90112000,772345000,288353000,148451000,40813000,107670000,72501000,295620000
20243,11305534,삼양동,HH,정체,114,52,107,52,11074873,5325763,5749110,1642752,1317973,1298602,1725995,1856799,3232752,3027414,2240647,1236723,1247157,1834499,1488431,1561758,1559697,1562723,1550497,1548363,1623033,1668803,2473211,6,1273174000,586290000,12556000,32495000,289036000,108759000,55324000,14239000,47800000,26156000,100519000
20244,11305534,삼양동,HL,상권축소,114,52,109,52,11394994,5448175,5946819,1657195,1354573,1373560,1825505,1908057,3276104,3152198,2298850,1246167,1260230,1894036,1543514,1591744,1590063,1601502,1587689,1590953,1690247,1742796,2473211,6,3457369000,1613957000,32423000,98769000,793578000,236872000,140739000,39732000,123912000,79375000,298012000
20241,11305535,미아동,LL,다이나믹,98,47,103,52,7943183,3698660,4244523,806514,1380763,1048485,1073286,1374086,2260047,2120908,1668434,934504,921652,1271517,1026166,1130213,1129179,1131023,1127005,1127480,1151735,1146547,2318870,5,1774769000,315987000,85210000,33244000,551430000,86565000,26689000,58878000,73350000,87265000,456151000
20242,11305535,미아동,LL,다이나믹,99,48,105,52,7966388,3681450,4284939,818538,1424146,1043418,1077178,1369565,2233544,2199649,1681109,918068,898368,1248650,1020545,1145024,1134594,1135813,1130363,1128158,1143591,1148845,2318870,5,5748408000,1029086000,318997000,95011000,1784419000,277585000,68950000,211024000,256807000,255704000,1450825000
20243,11305535,미아동,LL,다이나믹,101,48,107,52,7546949,3489686,4057263,748447,1316095,997885,1014091,1304701,2165732,2086208,1583501,867601,848941,1182571,978129,1075177,1071223,1068770,1073647,1074076,1091429,1092627,2318870,5,2008801000,353037000,86675000,36175000,662480000,93362000,23724000,70117000,88915000,84529000,509787000
20244,11305535,미아동,LL,다이나믹,102,48,109,52,7722188,3494768,4227420,744991,1398625,1018703,1041552,1313237,2205078,2119586,1627164,885781,867586,1218418,1003654,1102613,1096011,1101795,1101244,1095260,1108699,1116564,2318870,5,5946751000,1040041000,368230000,97289000,2013372000,227337000,62863000,206869000,212636000,240578000,1477536000
